"Data Source","World Development Indicators",

"Last Updated Date","2022-09-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Sri Lanka","LKA","GDP (current US$)","NY.GDP.MKTP.CD","1409873949.57983","1444327731.09244","1434156378.60082","1240672268.90756","1309747899.15966","1698319327.73109","1751470588.23529","1859465020.57613","1801344537.81513","1965546218.48739","2296470588.23529","2369308600.33727","2553936348.40871","2875625000","3574586466.16541","3791298145.50642","3591319857.31272","4104509582.86359","2733183856.50224","3364611432.24149","4024621899.57653","4415844155.84416","4768765016.81884","5167913302.16745","6043474842.76729","5978460972.01767","6405210563.88294","6682167119.56522","6978371581.26375","6987267683.77254","8032551173.24014","9000362581.58086","9703011635.86585","10338679635.7616","11717604208.8223","13029697560.9756","13897738375.2488","15091913883.7091","15794972847.1683","15656327859.5696","16330814179.9766","15749753804.8344","16536535647.0834","18881765437.2151","20662525941.2985","24405791044.7761","28279814924.5918","32350248410.8216","40713812309.7316","42066217871.5349","56725749221.9043","65292753005.4665","68434409315.1123","74317806538.3632","79356449840.5771","80604080688.5775","82401038709.5356","87428128123.7209","87963042340.7745","83902574442.8014","80969683537.4541","84518830392.6157",
"Lower middle income","LMC","GDP (current US$)","NY.GDP.MKTP.CD","91051691348.1172","96427131270.4783","97978908295.9065","109077850457.219","122476594969.116","132042678170.467","121144755265.215","129448724594.552","139451065466.123","154870279794.827","171623084773.259","181069146770.952","197102118097.537","242586844981.73","323544944611.7","360233117358.051","401049308290.147","461844258429.228","509276745802.063","585455314315.687","710907102384.625","855541296755.024","880945231672.429","871356345905.67","860783623792.396","917245203555.423","975995621995.292","955327139598.85","972633173550.663","972110409902.135","1047869551725.56","989260169626.155","1039038489232.49","1046851950149.48","1128027697089.82","1280790256824.56","1432365318378.97","1465410291087.96","1338625745443.16","1445505061993.85","1520346575348.65","1553825212627.47","1661617328789.05","1907332353112.03","2209978593416.25","2564416118079.36","3035036099828.57","3726218683854.9","4219794226615.26","4295939645687.15","5246900710108.43","6031008465910.43","6329151640687.13","6432753018623.34","6682831969457.04","6525989100013.56","6885317061857.85","7396385303040.09","7541059240415.66","7894761632394.7","7585548465069.87","8683293482839.04",
"Low & middle income","LMY","GDP (current US$)","NY.GDP.MKTP.CD","340510830935.511","327573704284.639","336199961706.766","363552429876.237","407203424264.164","450283206433.341","466959405732.091","478503156192.342","505183751289.021","564900120512.341","619514351203.732","666974784145.894","746282036241.207","950341873312.9","1207001795031.9","1336168758750.07","1434458242342.78","1611951155912.81","1748646423340.38","2074404783018.67","2442632451945.03","2743022495621","2703914705035.44","2612889292296.22","2641515741402.94","2746284064419.52","2850540003360.38","2944697843696.52","3130040477422.62","3254339595539.06","3750941357863.12","3629531279642.55","3748472681845.14","4001217916505.26","4389198172545.04","4950561339898.63","5427629004911.57","5745768683400.66","5561977369720.78","5447032994871.06","5953459630148.95","6008129525499.59","6158909850504.48","6937667685211.88","8234420380683.03","9802637417721.85","11629105744344.4","14360291313346.4","17182795394157.1","16808085421067.4","20449643438266.6","24135693834211.3","25680357132455","27188300106079.8","28100455731233","26661349279436.3","26902975428802.6","29564640715524.3","31299342895042.8","32061336323529.7","30913851917481.4","36315909953199.6",
"Lesotho","LSO","GDP (current US$)","NY.GDP.MKTP.CD","34579308.4138317","35699286.0142797","41859162.8167437","47039059.2188156","51938961.2207756","54878902.4219516","56698866.0226795","59260814.7837043","61444771.1045779","65966680.6663867","68738625.2274954","76482102.9082774","80915831.9240276","121181556.195965","150846210.448859","149560513.860717","147654093.836247","193307267.709292","266559337.626495","290142517.814727","431561376.476631","434188034.188034","348746822.619267","386699308.859169","333158476.24212","268626912.549917","318862888.402626","402774852.652259","470389179.678909","495404888.092424","596415104.549144","704329192.771521","831033941.093969","835592802.276831","878250450.602681","1001889856.91048","946123275.88212","997996028.645833","928458205.958432","912771290.61298","887295267.875155","825706961.238689","775780697.676625","1157832934.55127","1511236655.52047","1682350934.85132","1800105589.60349","1682016947.22798","1766825412.77296","1740830510.87482","2234731973.55119","2579421686.24912","2477702252.80078","2367113170.00373","2441053175.70743","2359759799.04224","2114020380.41651","2306185361.14628","2514146887.91664","2451257578.69383","2250717718.46577","2518468891.03913",
"Late-demographic dividend","LTE","GDP (current US$)","NY.GDP.MKTP.CD","191871240299.82","177782901812.643","181100362913.969","198228865304.905","217638283202.081","244568685176.38","272430223906.184","273832616723.794","278694342633.003","310796925108.656","353673163530.603","393170929920.256","451702925739.568","582144797768.955","684807178215.334","753236248447.547","811991533792.224","941855142672.998","980040910310.891","1165641151472.06","1332883988803.51","1398488571308.15","1422480066661.44","1307145385359.31","1365046109829.1","1415322660052.69","1500949037619.91","1579488993402.94","1724525858441.84","1824415239534.28","1960684659399.57","1974972942195.95","2011133647567.97","2093878266810.99","2433508919307.64","3016002804845.28","3326988850739.28","3483802673022.48","3353761461282.86","3099152027738.86","3403353395616.98","3517996155226.73","3728990971796.24","4248163141419.11","5106551822817.06","6162350434645.05","7437176026139.83","9370214649697.74","11649120799525.2","11256164141974.4","13540280737685.4","16498551262762.4","17649552247547.1","19020336554220.1","19748300821653.4","18517662625473","18570802137230.1","20609641582561.2","22593028676199.3","23026354774547.3","22470885208733.4","26594255163051.9",
"Lithuania","LTU","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7867140395.33705","8382519637.46224","10118631851.5322","11239547690.9797","10971583944.7561","11524776866.6379","12237388001.7264","14259781159.0119","18781721376.1985","22627507451.5648","26097677571.8373","30183575103.5262","39697891351.9431","47797551587.8823","37388122046.1496","37128694028.243","43535051482.3869","42927454291.478","46523420074.4372","48533659592.1728","41435533340.3883","43047309305.7363","47758736931.7801","53750911865.687","54697379017.3332","56546957475.4912","65503849704.5997",
"Luxembourg","LUX","GDP (current US$)","NY.GDP.MKTP.CD","703925705.942958","704145671.350213","741509480.796284","791140595.772755","903158753.943622","921600736.304026","968440149.470951","974721762.535327","1066447130.82052","1234878980.502","1457768455.02219","1518773421.37846","1901697369.62698","2609875802.11136","3183637116.81856","3123333333.33333","3423586206.89655","3789321328.08104","4718539771.99949","5516982663.73143","6019805490.41247","5053665797.47936","4602316793.21914","4524217751.47929","4438435492.87908","4577211767.10374","6685595087.59256","8320902215.01891","9418167855.18376","10037674037.674","12778792853.6939","13834219728.293","15518702634.8808","15925521222.0149","17701798890.7644","20853093869.7318","20895314657.9805","19563836265.2233","20150053345.1878","21899317598.8414","21230182989.3036","21387533703.2327","23649833332.1655","29667268248.1305","35064843792.8993","37672280120.4794","42910146296.0646","51587401415.7872","58844277701.5258","54467289897.5582","56213985987.4168","61696281326.2453","59776383527.3602","65203276466.9763","68804811897.6445","60071584216.1375","62216885435.9488","65712180342.9836","71285019397.4133","70195715495.5136","73353132793.7076","86710803337.0994",
"Latvia","LVA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5789128636.62293","5975248851.45482","6527926445.6811","7166275467.65161","7533788133.55753","7958852838.93395","8362398701.58943","9557031605.27512","11771975156.8073","14435700533.368","17003459863.0989","21570076498.6205","31054350977.9784","35854274228.9139","26410909090.9091","23956163076.5575","27474380566.265","28169902669.3784","30204783461.8488","31386896487.0407","27263090547.0617","28083597512.4841","30483806017.8318","34429023435.0211","34308783825.3019","33645460617.239","38872546228.5653",
"Macao SAR, China","MAC","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","1142503774.61531","1133008225.93178","1304353236.9266","1362079311.89678","1532097039.88419","1957726784.68876","2288759545.30756","2705659766.73845","3246477995.26244","3765226190.92238","4914391079.11142","5665570560.77112","6311194301.7223","7046110595.14546","7176892950.39164","7267563602.6231","6797764074.79822","6547629474.84328","6774193548.3871","6860272608.45211","7371723056.2402","8246521717.44876","10643215078.1581","12160002995.8433","14874147024.2708","18439876056.1978","21027044550.5667","21587740941.5979","28241858488.9155","36845925519.4433","43189526777.5567","51536304807.6803","54903031137.7096","45047964934.2517","45070605746.0194","50440941938.6992","55284360483.1217","55204758069.5124","25586111076.3415","29905190181.75",
"St. Martin (French part)","MAF","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","775875857.926244","","","772921756.347188","","","","","","","",
"Morocco","MAR","GDP (current US$)","NY.GDP.MKTP.CD","2037150716.33238","2025689536.60705","2379606422.29029","2657247327.3392","2798339768.79755","2948325264.30195","2876395613.08171","3046339294.53611","3271415867.99723","3651615453.01848","3956328426.04486","4356633663.36634","5074117544.77482","6242177798.33938","7675408485.51421","8984824182.60333","9584323309.12136","11049896742.3889","13236854105.1672","15912133569.2852","21728770055.3777","17788171722.4446","17692341358.1272","16251460689.3254","14824728528.4604","14991283215.7408","19462175321.8224","21765261041.7265","25705296183.5037","26314220188.0257","30180108561.9305","32285388165.2999","33711069430.78","31655473663.8348","35604137422.5796","39030285468.3841","43161452678.4383","39147844526.0838","41806219378.6181","41632027599.8531","38857251336.3448","39459581217.3759","42236836820.6152","52064058833.9739","59626020162.3816","62343022650.8742","68640825480.9223","79041294874.4553","92507257783.5697","92897320375.8176","93216746661.5977","101370474295.109","98266306615.3632","106825649872.108","110081248587.369","101179808076.36","103311649248.024","109682728023.112","118096227400.092","119870439113.662","114725065285.149","132725261467.431",
"Monaco","MCO","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","293073868.038497","327651487.974965","402460333.247989","523552815.099552","563939670.684242","711922994.25844","735339911.91765","811250927.388123","1000535735.37664","1209898293.39444","1378130995.60185","1205166025.47602","1143229071.83219","1092551781.03673","1037314956.23209","1082851076.49699","1515209588.20845","1839095595.29143","2000674667.1353","2010116851.24167","2481316053.96507","2480598883.85071","2737192565.05576","2574302409.08038","2720310018.90359","3130462610.06703","3137673291.44762","2840175545.06631","2934498443.40672","2906093756.65885","2647885848.5351","2718868306.01093","2968987019.23077","3601321064.55266","4137913500","4203084193.50827","4582988332.70606","5867916780.72817","6476490405.74191","5451653237.01028","5367625613.15127","6088808463.25167","5743029680.07195","6555983530.34932","7069616048.89066","6261622101.40908","6472990923.1791","6431314957.07185","7194024563.06094","7383745662.15157","6816219303.25528","",
"Moldova","MDA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1752979926.41489","1695122173.91304","1930081168.83117","1698717504.65549","1170782957.37443","1288429391.79951","1480673594.05602","1661818168.4226","1980907434.76826","2598249555.89984","2988348836.471","3408244549.19999","4401189466.14058","6054849884.52656","5439422031.39627","6974982392.67155","8414351671.95869","8709138764.75916","9496717702.44839","9510198961.57287","7745241912.94722","8071469355.2527","9669741744.22001","11457443185.0542","11971345002.7757","11859730543.5525","13679221333.2052",
"Madagascar","MDG","GDP (current US$)","NY.GDP.MKTP.CD","673081724.083139","699161943.864184","739286906.85904","759345862.979021","802482182.93232","833563472.170794","900264583.697323","956436931.152034","1031669636.37161","1056391054.5386","1111859569.76149","1199507629.99395","1341590681.57712","1653062347.35142","1917508190.04689","2283049233.30356","2181844193.9391","2358930406.40496","2669755115.52344","3463565881.40858","5201818348.90675","4759333969.81816","4784977348.94327","4686457013.09944","3905938480.86119","3802557894.8719","4347989798.69992","3212900560.76722","3189456961.30819","3175638332.64471","3931334870.67235","3254713056.02171","3714967007.18602","4063298919.2868","3522226902.75861","3838101052.21232","4931861239.07864","4262965281.5836","4401967499.25594","4277903780.29131","4629247090.97816","5438332738.10373","5351701534.15801","6372498719.84613","5064732715.72615","5859269849.14523","6395712392.23682","8524620739.24074","10725137930.8286","9616879571.46431","9982711338.11814","11551819617.6271","11578974887.9562","12423555269.3893","12522957228.1764","11323020828.5758","11848613735.1933","13176313593.5509","13614412550.8812","14191911512.0465","13225591803.6232","14637400395.689",
"Maldives","MDV","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","42463576.1589404","44781456.9536424","47911119.7847694","57829787.2340426","109503546.099291","127190757.959989","141882254.230178","141223029.383064","168514513.375071","189514434.244","215043969.849246","244396761.92334","284874919.577641","322417837.161971","356013395.70854","398988954.970263","450382327.952421","508223602.378929","540096397.621071","589239753.610875","624337145.284622","870030468.628748","897031250","1052121054.6875","1226829562.5","1163362437.5","1575200390.625","1868383460.9375","2271646187.5","2345294875","2588176054.6875","2774351760.03287","2886170571.69634","3295011381.75405","3697351596.83753","4109424799.72407","4379136461.83077","4754175869.24027","5300962659.51088","5607762625.14627","3742769967.42798","4889666931.63855",
"Middle East & North Africa","MEA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","44425424089.7057","49164893255.2329","55582823710.4061","65781993990.5567","79687086013.8303","107907687261.732","201523288248.792","222828199360.909","281690014358.898","327513058375.064","349638130767.767","458974955045.478","594416883178.417","615463717669.685","614555917352.169","622070642483.381","634349949211.773","650889057869.126","668547476660.083","615589157376.803","583498501058.604","605930556170.153","800911182301.326","560573035816.546","612529655573.133","621840913800.168","655962738349.151","739588171284.806","836065935091.983","879599564823.738","860090776101.312","933774267097.144","1046434254191.58","1041162611078.13","1035735994858.66","1148509587284.79","1356617397186.67","1632556868277.27","1913154354527.16","2259541581662.47","2817287513953.92","2544722519108.03","2973064856620.78","3355720924936.76","3614568535814.05","3553161343517.32","3569382045547.03","3140633464178.65","3168626876840.16","3296304700286.03","3459086397885.49","3465217350186.81","3106899915587.77","3636731834007.36",
"Mexico","MEX","GDP (current US$)","NY.GDP.MKTP.CD","13040000000","14160000000","15200000000","16960000000","20080000000","21840000000","24320000000","26560000000","29360000000","32480000000","35520000000","39200000000","45200000000","55280000000","72000000000","88000000000","89025974025.974","81814159292.0354","102500000000","134561403508.772","205139086956.522","263959336734.694","184609157801.418","156159198584.513","184261495828.367","195219789801.479","134550096436.744","147540738281.817","181611549975.804","221400669713.589","261253582805.945","313142768453.485","363157598242.27","500736065605.341","527813238126.278","360073909243.855","410975595310.156","500413483109.175","526502129378.284","600232874042.927","707906744574.644","756706300589.791","772106378935.377","729336319677.449","782240601984.76","877476221382.101","975387131716.089","1052696282278.87","1109989063586.62","900045350649.351","1057801295584.05","1180489601957.61","1201089987015.45","1274443084716.57","1315351183524.54","1171867608197.72","1078490651625.31","1158913035796.37","1222408203104.3","1269404276770.7","1087117783073.31","1293037866360.17",
"Marshall Islands","MHL","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","31020000","34918000","41749000","45144000","43879000","55989000","62983000","70688000","72798000","78476000","82507000","91063000","99461000","108071000","120230000","110858000","110705600","112279400","114326300","115347500","122824000","131738200","131398500","132440200","136559500","141515800","148346700","151898900","149769600","160407100","172188500","180436300","184840400","182142800","183814300","201510900","213204100","221588900","239462200","244462400","248665600",
"Middle income","MIC","GDP (current US$)","NY.GDP.MKTP.CD","327378981822.732","314173335222.901","321013253494.396","344193246943.035","391811479359.991","432030821558.212","446883331367.872","458927285619.457","484458269063.391","541194915414.76","595057671653.292","640314400907.241","717174799695.985","915585364123.461","1163470529240.25","1286335356004.07","1381649556808.12","1550587300954.72","1679617913508.88","1998049876111.16","2359819150586.12","2658380761768.63","2617468560265.29","2529137381694.21","2559429661755.67","2663888085881.87","2755640359635.32","2833272172876.18","3029629891960.18","3144259697220.85","3617243568343.81","3480975951530.28","3636715025641.48","3883993391000.67","4272198611798.94","4818866849737.52","5282365361581.18","5589439201143.07","5403317322873.33","5286380854405.08","5766960018193.37","5821190509331.12","5959340912114.52","6718932605968.71","7977201612689.87","9495060593109.65","11268988246212.1","13927269541808.8","16663092773554.8","16278881812380.3","19850871604565.5","23678382697159.6","25244100594201.5","26739563342646.6","27621943655332.5","26188792677442.2","26434313003919.9","29040121195033.7","30844577555857.3","31581053756606.8","30433799984879","35785944374024.4",
"North Macedonia","MKD","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4699646643.10954","4938775510.20408","2436849341.97604","2682456896.55172","3559607241.25816","4707036096.48961","4642018353.67211","3912986090.97363","3765747304.98681","3863621185.97303","3772857145.0248","3709637829.94866","4018365247.44444","4946292774.79046","5682788267.12865","6258600713.82627","6861222331.96317","8336478142.08872","9909548410.82744","9401731495.71661","9407168702.4313","10494632699.3859","9745251126.0109","10817712138.9451","11362272837.8818","10064515432.0265","10672471860.7184","11307058382.3435","12683070061.4695","12606338448.547","12116981815.2261","13879269151.5718",
"Mali","MLI","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","275494477.81984","343771973.331357","339913866.633523","359772315.067256","395218629.372336","486617279.362262","563683703.170094","538747340.766661","830710613.857335","939228016.198078","1049838549.9613","1222702571.57931","1595422953.67648","1759691182.94597","1538972426.91311","1333754226.22123","1297765325.81885","1232932104.67093","1392196048.89064","1852163455.53598","2090629984.18361","2169040604.50929","2181821905.94196","2681912149.14767","2724131460.10827","2830673380.79743","2818281080.10984","2081846499.03751","2706425157.92907","2780422047.73085","2697105821.83307","2920358712.64824","3440724707.80834","2961484953.73364","3468337941.0883","3908121309.85681","4714071978.28635","5454249122.71389","6247515892.29694","6905934219.29467","8156468818.00868","9838403090.95859","10231962382.7842","10689168011.4449","12995112698.0102","12442035328.035","13242690790.0557","14364937127.7002","13104764378.7114","14026048334.2131","15365713059.1057","17070867577.6666","17280250805.2245","17465392779.0366","19143741503.1482",
"Malta","MLT","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","250721821.553678","264579879.784878","295118249.324933","345602025.375393","376094108.475331","474620439.58496","527936988.791275","625573345.532174","793675169.878579","1001300838.32335","1250242107.87969","1243469360.56838","1234518125","1165771369.00625","1101828568.76804","1117835285.50512","1435079200.34957","1751247763.41948","2019474244.19359","2118574772.11136","2547163582.33149","2750041434.26295","3021910216.71827","2709178326.78271","2998570146.54095","3720400535.01945","3822882801.33397","3793418418.41842","4010571223.3396","4121350731.81231","4069515579.07114","4088368978.34589","4470446391.44639","5448415500.17071","6098092551.07125","6416184181.07201","6778324049.68009","7925371475.49959","9090406767.24769","8696366907.4743","9035932122.49768","9638916481.06904","9462238211.48657","10551661176.7831","11626281387.0068","11091434483.5238","11668286794.8616","13505056441.5193","15301279478.2071","15719500920.5362","14917038504.285","17189730469.5554",
"Myanmar","MMR","GDP (current US$)","NY.GDP.MKTP.CD","","584351384.464088","612517344.756215","659976659.599529","475197381.868256","402619413.648984","317816209.973753","328182434.544961","531186357.405981","551379225.912926","578992638.8291","559378375.675676","634525053.103964","667038769.091964","1000557949.59229","1128484859.02503","1155595925.08513","1000350726.87418","916914661.349421","919525191.636393","1010596805.47618","1064867669.38909","1302701536.67393","1427209835.80133","1354699245.07241","1310837294.25837","1590096758.97152","1448003803.86246","1392547742.82535","1674823310.86252","2036373522.68939","2137184858.04416","2216072577.11344","2809748387.09677","3821535779.81651","4879257847.77122","5759624742.26804","5633070602.54016","4613071494.63459","5643818689.479","6849321645.95623","6220270632.33592","6110632857.66584","7754647428.07323","9390855297.73553","10588433068.8549","11863016315.2934","15591182544.7092","23013015832.1023","29455165594.6859","37796052938.7278","54118601974.7947","58318677644.9492","60572257122.2962","63264892768.3726","63045305229.1046","60291736893.9397","61449392056.1488","67144725830.5753","68697759361.231","78930257227.0908","65067808984.6792",
"Middle East & North Africa (excluding high income)","MNA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","23810561532.2858","24818595393.2831","26868450259.3187","29559954296.3693","32796053519.9176","37041383287.5451","42465895767.0378","50670955869.167","67263577202.268","102537620193.715","119311352648.645","147273268494.06","170439112811.206","183192593439.024","228496791098.88","273628597467.774","267035473642.843","306278910030.591","344206010239.055","364417114036.53","397322228082.278","446508813443.303","390483593666.782","358477809926.194","360488214016.18","507139807872.787","262770938785.449","289371637240.769","297115312194.621","318544655265.223","371194030846.822","427896468010.388","452410538638.589","461255140911.521","501592716549.255","532013694132.4","537954639517.417","523457403293.931","571741701363.921","679294294233.748","802026607192.62","935062242594.596","1140406549025.21","1406932702176.41","1370339352774.7","1580131074094.67","1633765729302.7","1757061656602.17","1616323385620.79","1592380458099.95","1430990382384.9","1467437712248.72","1455193787706.94","1380524947470.91","1391982940489.58","1263840405685.41","1455921395695.44",
"Montenegro","MNE","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","984297589.359934","1159869245.92513","1284685050.52413","1707710053.14938","2073234417.68066","2257174480.78597","2721903148.91482","3680711743.77224","4545674527.61096","4159330369.5471","4143033275.88493","4544516982.18263","4087725812.66864","4465771672.62005","4593852089.0956","4054728172.94375","4376929571.63126","4856602178.63417","5506944403.30186","5542201150.91048","4780722121.96227","5809170961.78285",
"Mongolia","MNG","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","2310099100","2552401933.33333","2725736633.33333","2098734600","2186505475","2896178866.66667","3020611600","3204461566.66667","3576966800","2560785660","2379018326.31579","1317611863.84977","768401634.154573","925817092.217484","1452165005.2384","1345719472.35883","1180934202.83801","1124440248.9783","1057408588.68269","1136896123.61298","1267997934.3125","1396555719.97409","1595297355.78349","1992066808.09598","2523471532.01083","3414055566.1138","4234999823.30839","5623216448.86852","4583850367.88972","7189481824.07288","10409797649.3063","12292770631.1967","12582122604.1921","12226514722.0861","11619892396.0767","11181350461.4723","11480847745.3187","13178094459.4548","14206359006.8095","13312981594.573","15098022828.6106",
"Northern Mariana Islands","MNP","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1284000000","1239000000","1210000000","1061000000","990000000","938000000","939000000","795000000","799000000","729000000","746000000","772000000","832000000","910000000","1230000000","1560000000","1302000000","1182000000","","",
"Mozambique","MOZ","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3633406064.83095","2639953230.54915","2729550591.08977","2796549978.47183","2899922841.66085","3856799844.1609","4648832184.06736","5263877520.08489","5976408043.77265","5656473652.41147","5398568543.63492","5677003239.29386","6303391143.83386","7631120533.36168","8542070109.70903","9176889070.42298","10450843291.2931","12556195188.5962","11914471497.1492","11104649065.1649","14381552466.6044","16350813486.9908","16974314296.2182","17716091057.2675","15950979333.1582","11936993086.9579","13219079497.7055","14845400592.6712","15390031039.9957","14028811071.7628","16095828896.6342",
"Mauritania","MRT","GDP (current US$)","NY.GDP.MKTP.CD","","159213140.004051","164271590.835712","168186331.270673","224495789.256207","255340526.737952","266533659.152642","282615367.46074","311396000.315982","295062138.074299","309405316.058687","335569088.717811","391669449.251139","493237544.355137","613010958.147763","703378653.356286","775046377.587057","799029666.594278","804629876.761441","951900945.208912","1047924649.1165","1105495368.37572","1108776010.2532","1165170625.65109","1074373735.44942","1009723326.31511","1186628778.51429","1344665270.69518","1414951854.08606","1450647019.18099","1506914407.82047","2133688270.32436","2164292208.16528","1847350611.72458","1944876755.00708","2091731420.68923","2132081881.91398","2072001066.8212","2032345831.83005","1985924386.91448","1779523344.34106","1746064718.79169","1777058592.98812","2051147606.73687","2362501023.24249","2936019525.60241","3919577285.92703","4346206808.54026","5206444406.66154","4714592492.92972","5628878865.99027","6764627665.69239","6728208836.22143","7223071177.15856","6592537781.81518","6166863960.00061","6398747531.60142","6800135961.61412","7352533585.59316","7889655284.47161","7915985513.70246","8227580740.49889",
"Mauritius","MUS","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","704033525.405972","823634464.910024","1015365145.29554","1211141231.11555","1131788191.50736","1142393554.52358","1078408829.616","1090276947.25872","1040557089.33864","1076121094.38239","1462900255.4506","1880852914.22714","2134517067.65295","2181930254.82301","2653480001.34558","2856890680.60285","3224267547.80508","3263368410.01813","3558137040.37772","4040345933.2923","4421943910.49749","4187367601.73431","4169664285.38681","4343710332.80658","4663313620.01707","4613630622.77501","4841310239.63687","5816553826.85519","6578844486.06288","6488750452.60067","7028803365.70151","8150138757.15741","9990370016.30771","9128843109.15588","10003670690.3497","11518393367.2403","11668685524.1265","12129642296.4425","12803445933.5894","11692287066.381","12232463655.5727","13259351418.4459","14181951058.5129","14045808843.221","10926820603.402","11156657769.6974",
"Malawi","MWI","GDP (current US$)","NY.GDP.MKTP.CD","162956740.865183","174576508.469831","183116337.673247","190816183.676326","194736105.277894","229455410.891782","260394792.104158","269814968.240817","245169806.792272","265810632.425297","290531621.264851","365386929.835119","406062874.251497","444281703.893568","548621017.593913","613220652.928919","670317634.173056","806290840.624654","949034016.830627","1058269065.98115","1237655461.1501","1237685691.94683","1180104216.01137","1223186840.31324","1208008985.42522","1131347798.26653","1183654827.79002","1183094127.76747","1379924257.21313","1590215582.53307","1880771556.30474","2203545856.66893","1799517081.56412","2070636935.58644","1181802596.03498","1397457932.30697","2281034131.36493","2663234933.89767","1750584265.28754","1775921718.10534","1743506531.32652","1716502862.2954","3495748397.63025","3208837077.25069","3476094498.87517","3655909664.1423","3998020176.67364","4432937045.79897","5321012192.33619","6191127665.1963","6959655570.89098","8004000737.30717","6028487928.83351","5518880768.57955","6047813437.31804","6373212640.84604","5433040159.88747","8943543677.18899","9880676218.82611","11025370768.8135","12172128469.5737","12626718073.7439",
"Malaysia","MYS","GDP (current US$)","NY.GDP.MKTP.CD","1916241996.60264","1901868548.28172","2001502678.6881","2510126747.68065","2674441395.53116","2956356984.18921","3143538481.64119","3188945511.56409","3330393309.81315","3664575983.27453","3864170913.36731","4244340333.51899","5043268548.73032","7662996766.66803","9496074114.07918","9298800799.46702","11050125904.9418","13139397879.1695","16358376511.2263","21213672089.1976","24488033442.0506","25004557093.8761","26804401815.5348","30346788437.5135","33943505717.6993","31200161095.4491","27734562640.4277","32181695507.2234","35271880250.4964","38848567631.4235","44024178343.0071","49143148094.2683","59167550162.956","66894837030.4184","74478356957.7808","88705342902.7113","100855393910.486","100005323301.867","72167498980.8398","79148421052.6316","93789736842.1053","92783947368.4211","100845526315.789","110202368421.053","124749473684.211","143534102611.497","162691238209.476","193547824063.3","230813897715.69","202257625195.063","255016609232.871","297951960784.314","314443149443.149","323277158906.979","338061963396.376","301354803994.367","301255380276.258","319112136545.438","358791513221.482","365276379480.99","337006023789.699","372701358820.264",
"North America","NAC","GDP (current US$)","NY.GDP.MKTP.CD","583846188346.724","604324202050.644","647421597617.883","683726355213.516","735285089547.337","798329518629.68","876222557410.438","927523758485.753","1014479810519.9","1099213311661.69","1161385395320.13","1264333061774.61","1392428220486.92","1556967358814.12","1705964297341.51","1859083029689.34","2080373864908.72","2293885157028.68","2570707667537.48","2870922302612.26","3131774126516.07","3513994963656.99","3658081025119.14","3975475111781.89","4393971258071.62","4704774999482.75","4958242427343.98","5287828242049.45","5745207451214.25","6208137243275.24","6558665950908.47","6770092083643.19","7114394589252.92","7437550121856.44","7867242439537.61","8245811373433.4","8704363777972.13","9235474283855.56","9699948950000","10312911118271.1","10999201631931.6","11324592049355.4","11693699517098","12356169212634.8","13248368139278.3","14217175927778.7","15140995757591","15949814312783.3","16329827601721.7","15859346076157.3","16672942337486.3","17399367444174.5","18088716899521.6","18696254170835","19362844040439.9","19769184098217.1","20230005494907.4","21136028016244.1","22259711195783","23122010947482.3","22546048902568.4","24993942509665.2",
