"ADM0_NAME","CSIRO68","GHM1","HFP4","LIA","ensb_thr3","Natural","Integ1km10","Area (ha)"
"Faroe Islands",0.0238327126897737,0.129285714285714,0.0109546165884194,0.727111111111111,0.0123574144486692,0.979328165374677,1,139997.835144795
"Fiji",0.606163531348092,0.140046042534532,0.014287695935636,0.587961120900358,0.142508610792193,0.686548156706228,0.989861439675566,1829308.77500523
"Finland",0.950522313990144,0.364714687194526,0.588720160541528,0.698246591331105,0.541586365869327,0.902944231585268,0.986942498188532,33688979.2364305
"France",0.222315313816465,0.00563202290794272,0.0568515783779042,0.119274231116954,0.0152138583142498,0.456173715648134,0.703729480137315,54878490.1243244
"French Guiana",0.977299186178003,0.904876213679195,0.920676839979446,0.981737419580673,0.946280891812158,0.995899904994381,0.999598743345519,8329487.13334366
"French Polynesia",0.605346222134543,0.200913242009132,0.389824167601945,0.378737541528239,0,0.451214367504369,0.952280284060589,396731.226720529
"French Southern and Antarctic Territories",1,0.995221661799841,NA,1,NA,0.996048163894199,0.999333841905642,770048.676752853
"Gabon",0.76494988237475,0.706050937376102,0.791794137593248,0.925367044197842,0.78217211309786,0.948597863146151,0.995755739199022,26402238.7052248
"Gambia",0.0677904725305585,0.00390370852309694,0,0.023839890120671,9.86485153398441e-05,0.327313274871485,0.695707938577533,1120241.77588397
"Gaza Strip",0.00783119425712421,0,0,0.00593471810089021,0,0.083745963401507,0.275186368477103,36243.776843973
"Georgia",0.466627736445374,0.0222142549835078,0.0603359321256593,0.410620597698484,0.0456823298714504,0.628476068309884,0.927092691279662,6978514.91581909
"Germany",0.272505246154244,0.000615184091732656,0.000143269695369299,0.0716934768264658,0.000459880431087917,0.465480850804558,0.756149676099334,35722710.428335
"Ghana",0.0131066066552328,0.00100462892313953,0.00946794791796664,0.22189165205537,0,0.500925085979166,0.71136660075788,23884172.2875018
"Gibraltar",0,0,NA,0,NA,0.333333333333333,0.824324324324324,571.244194975392
"Glorioso Island",0,0.8,NA,NA,NA,NA,0.984126984126984,492.02984655193
"Greece",0.0578763391910972,0.011194906582787,0.0671281663865805,0.324664370563014,0.016947933071653,0.560066107421505,0.78968288110485,13254892.8751262
"Grenada",0.503681885125184,0,0,0.157534246575342,0,0.946197620279358,1,31830.6592340704
"Guadeloupe",0.440190689302914,0,0,0.218332272437938,0,0.624588364434687,0.877150659990897,169668.709812118
"Guam",0.0100436681222707,0,0.00389105058365759,0.201612903225806,0,0.915056776286683,0.999858156028369,54388.2960305382
"Guatemala",0.541139666596957,0.0143073603012076,0.186370022128972,0.312234455240699,0.115426376012695,0.71505078564978,0.971319405446519,10906029.8819352
"Guernsey",0.0319444444444444,0,0,0.0175438596491228,0,0.109567901234568,0.600194552529183,7947.77811443157
"Guinea",0.117714778328407,4.09054837891568e-06,0.129798035582064,0.318408287158929,0.00687369987584585,0.767779198798707,0.980524442379447,24302289.7141361
"Guinea-Bissau",0.309612658518831,0.00365341092790171,0.0687290860179778,0.181134103735555,0.0137792596624932,0.726484166486331,0.988570783925393,3074011.42236628
"Guyana",0.889762200526564,0.939370152761457,0.905807908541319,0.968239091950432,0.938680050045496,0.984059747872609,0.9987778211295,21172171.4006769
"Haiti",0.112219890481977,7.39180249103744e-05,7.52360531166535e-05,0.0125836073007596,0,0.791017983235819,0.980443315367274,2702152.82684025
"Hala'ib triangle",0.996869192156045,0.990566567465888,0.915601882985878,0.823420491527326,0.965709459459459,0.99859920215427,1,1780840.97098716
"Heard Island and McDonald Islands",NA,0.803713527851459,NA,1,NA,1,1,41229.4368539245
"Holy See",0,0,NA,0,NA,0,0,49.7547633890334
"Honduras",0.47799774100983,0.152590230519828,0.269153837911205,0.377094846160087,0.210485338451371,0.764354257015128,0.984085819995728,11212443.8379671
"Hong Kong",0.412787964268923,0,NA,0.0554938956714761,NA,0.558043341426131,0.898324502362881,108057.656908342
"Howland Island",NA,1,NA,NA,NA,NA,NA,188.430787002657
"Hungary",0.135602821143787,0.00185863563177402,0.00594118974204708,0.159049260438937,0.00313774366711492,0.26669252526072,0.506167480829334,9311866.47662901
"Iceland",0.993966300429796,0.911167962215881,0.731917421654537,0.988308194610503,0.926292308051669,0.999529888932928,1,10256587.2912186
"Ilemi triangle",0.799636759898293,0.0113600504891133,0.516209476309227,0.00281425891181989,0.0126023944549464,0.947634069400631,0.99937178341025,317854.746533806
"India",0.157399220468582,0.00537822122324425,0.0139148472615338,0.0587578530573312,0.00746205411126109,0.250351625891055,0.444920063041164,296111749.554781
"Indonesia",0.546117080831236,0.190670866528435,0.367038340939033,0.525327959730349,0.330860926286119,0.633151521947351,0.941543902080902,188862034.271905
"Iran  (Islamic Republic of)",0.751939866820965,0.0950038064943606,0.255245836408008,0.242339375089971,0.182510971948143,0.800498416352985,0.920576454348089,167731072.557736
"Iraq",0.766824863622746,0.333701654909596,0.3225441806079,0.461821075913638,0.363877760178888,0.776114651623504,0.890587213419985,43588052.9927818
"Ireland",0.0858851352738203,0.00672118615954884,0.0513410407990914,0.0645845469074398,0.00383490215694299,0.906995502824911,0.991911186905419,6980946.61491625
"Isle of Man",0.118172790466733,0,0,0.0598130841121495,0,0.842589885998246,0.985373781148429,57272.52932714
"Israel",0.558025575759423,0.106235000244894,0.00613941796384028,0.390922545633942,0.0965976920015917,0.650601397533315,0.914612948813869,2071997.68323993
"Italy",0.186730324120745,0.00786859283608706,0.0177991962513966,0.247194192230693,0.0132305274865059,0.413456268400183,0.643181186426718,30165126.4041883
"Jamaica",0.515674702977662,0,0,0.155166051660517,0,0.79828320070608,0.953941123946256,1096465.1219788
"Jammu and Kashmir",0.82493159189968,0.343954963714204,0.321964273265012,0.53585796535858,0.351706622588468,0.851852732732397,0.975359618991423,18603513.6741216
"Japan",0.7402803622744,0.00163963556474541,0.0519729149103962,0.447148655796833,0.0411889442984995,0.68747447339805,0.86400856777637,37365081.2180252
"Jarvis Island",0.666666666666667,1,NA,NA,NA,1,1,458.960086683764
"Jersey",0.0151734104046243,0,0,0.0102040816326531,0,0.0253164556962025,0.703536977491961,12001.1910282964
"Johnston Atoll",0,1,NA,NA,NA,1,1,285.462822907114
"Jordan",0.918540915245342,0.619641693078877,0.51353953274899,0.724964262800671,0.658715224176592,0.932502961046754,0.977565837686538,8906414.99627093
"Juan de Nova Island",0,0.857142857142857,NA,0,NA,NA,0.985714285714286,550.670259505645
"Kazakhstan",0.598433002278042,0.57157087959217,0.307815777003443,0.643279308258584,0.460813237410512,0.761520156347126,0.912048828775275,284118365.429678
"Kenya",0.536233594319196,0.166833507125478,0.367045662458507,0.129114749297503,0.159952795139648,0.744995800676625,0.891631098118624,58234172.9936745
"Kingman Reef",NA,NA,NA,NA,NA,NA,NA,32773.0812950167
"Kiribati",0.0828547990155866,0.641402714932127,0.964356435643564,0.0649350649350649,0.0714285714285714,0.160919540229885,0.401324936615687,102015.465296276
"Kuril islands",0.860842787682334,0.74247558301774,0.754935622317597,0.952587140073609,0.844623295327521,0.962376350849105,0.994880704911421,499607.556730132
"Kuwait",0.925380183664467,0.000229200091680037,0.0938730986000848,0.320144919201794,0.0807939783901906,0.955687599165307,0.984691590361339,1739860.35437002
"Kyrgyzstan",0.534742069659516,0.111056944300384,0.224419074455852,0.465623757695572,0.160698130277443,0.72725351337651,0.925655064591649,19918822.6435494
"Lao People's Democratic Republic",0.759805078868543,0.0466454392856525,0.209543299743543,0.633128925266842,0.182854825487084,0.812536411818854,0.940468482181109,23038031.2999986
"Latvia",0.542728685205349,0.00641834525089187,0.271224689897748,0.525011895321174,0.14366814322038,0.687974520416805,0.945726651793624,6456271.13159903
"Lebanon",0.00385656344161868,0.00835216665028987,0,0.045346062052506,0,0.377346362516357,0.771434890709132,1013559.58028429
"Lesotho",0.00434449595731083,0,0.000916380297823597,0.0226340823355749,0,0.746407554747773,0.896852672400456,3045342.19731834
"Liberia",0.575432920843549,0.15215208999555,0.387529246122948,0.413009771376838,0.281065798670881,0.459404318845556,0.85038121173048,9610255.56309244
"Libya",0.962579132697063,0.89191779474506,0.840729447781104,0.936882827460419,0.913938444768962,0.985961275969483,0.992966112491697,162113442.374408
"Liechtenstein",0.56278831368529,0,0,0.317567567567568,0,0.832041343669251,0.997439836149514,15094.5707125842
"Lithuania",0.32176343976618,0.000340267574046864,0.00843060959792477,0.265803263726061,0.00579609159725082,0.406942191925589,0.785794036870165,6494265.74838157
"Luxembourg",0.287179487179487,0,0,0.41264367816092,0,0.579366021607503,0.982201557733882,262069.746139572
"Ma'tan al-Sarra",1,0.986425339366516,1,0.879088206144698,1,0.998601344263569,1,199015.557252775
"Macau",0,0,NA,0,NA,0,0.511415525114155,1689.79427770855
"Madagascar",0.156246094812199,0.00563813429010764,0.117889608299537,0.35694543022494,0.0291073561573977,0.858923970825099,0.987747717673582,58883371.4019082
"Madeira Islands",0.687114080372507,0.0555555555555556,0,0.266030013642565,0.0421511627906977,0.723064233426126,0.962024096385542,80274.4606177143
"Malawi",0.107014364447527,0.135169809746328,0.11570119261389,0.184562103164192,0.10151114868435,0.341249666928764,0.581109303130085,11871566.6184301
"Malaysia",0.513061209999052,0.329375341357948,0.359389155695608,0.51096335724613,0.344873007921931,0.657900465927229,0.972755558431964,32977543.5555833
"Maldives",0.34136546184739,0.15,NA,0,NA,0.268292682926829,0.527932960893855,22322.0455393959
"Mali",0.653656592899851,0.577503264626401,0.64432169510654,0.553830468698934,0.585128919960941,0.788562951272752,0.891201539949084,125141510.9491
"Malta",0,0,NA,0.179775280898876,NA,0.146981627296588,0.649191572758452,31602.6254103929
"Marshall Islands",0.0132547864506627,0.146198830409357,NA,0.166666666666667,NA,0.451492537313433,0.760349854227405,26797.6692472948
"Martinique",0.312588904694168,0,0,0.130350194552529,0,0.752350633005109,0.983988253391134,110358.727381186
"Mauritania",0.907444695830506,0.844425579699661,0.862645066748195,0.805608123856779,0.834934422374615,0.976756152781994,0.996751512782462,103852188.992528
"Mauritius",0.128490497810278,0.00247892910262766,0,0.137161084529506,0,0.285440801099548,0.601403428045554,201373.041198778
"Mayotte",0.592924219261848,0,0,0.268072289156627,0,0.977333931777379,1,37830.2138963191
"Mexico",0.699370573823352,0.329844248438413,0.292138083662696,0.262963026041917,0.250643828947546,0.826124316280116,0.92736581793498,194952159.524859
"Micronesia (Federated States of)",0.0265964450296248,0.010958904109589,0,0.536121673003802,0,0.857085183689948,0.983547441965292,74006.1494193564
"Midway Island",0,1,NA,NA,NA,1,1,680.370001269389
"Moldova, Republic of",0.0466091228296978,8.88336146397797e-05,0,0.0442324371205551,0,0.0817462873667356,0.195537455546633,3379828.27960506
"Monaco",0,0,0,0.125,0,0.0917431192660551,0.675925925925926,843.360330983924
"Mongolia",0.793273713888199,0.833204725717959,0.589656892208141,0.640420696696565,0.668460890743977,0.933272768751038,0.998382475477802,156455221.854098
"Montenegro",0.349785617680067,0.0605659683939728,0.00443056362579895,0.484441143705904,0.0114460986010324,0.811157041469925,0.975521099562674,1377598.71679627
"Montserrat",0.497995188452285,0.11,0,NA,NA,0.886649874055416,1,10122.0959397521
"Morocco",0.385354972867041,0.277346770172722,0.154927778915539,0.367021250876387,0.218221820971892,0.76821712690782,0.902817304477479,41403212.5093785
"Mozambique",0.3328671619085,0.256686460883517,0.226043255924498,0.46244941136149,0.213285511372849,0.852407116595184,0.954054568251075,78730439.6049992
"Myanmar",0.571014828518029,0.0890562077903441,0.196461367262068,0.529003066530511,0.18933545099434,0.653711459606148,0.792662712855787,66708462.267254
"Namibia",0.962575096667099,0.869618941036241,0.776598250885249,0.60258148621517,0.803104124924118,0.964545831436278,0.99727516286129,82399254.8657427
"Nauru",0.209150326797386,0,NA,0,NA,NA,0.426573426573427,2168.70996731053
"Navassa Island",0,1,NA,1,NA,NA,0.933333333333333,466.451795179191
"Nepal",0.508339771253785,0.163513595717501,0.100202716399757,0.217824001120566,0.125503774365157,0.690977352628212,0.89772011152506,14743742.3297935
"Netherlands",0.0787805995859475,0.000142959256611866,0,0.100501912045889,0,0.477072426281586,0.776307860074038,3520283.11064005
"Netherlands Antilles",0.741517386722866,0.0128865979381443,0,0.241112828438949,0.00498338870431894,0.854247672911512,0.992080200501253,78962.8639585682
"New Caledonia",0.779241258574178,0.728881737731295,0.361760583123073,0.718560154431386,0.586525605998954,0.774045919285586,0.994068377844747,1857447.2062292
"New Zealand",0.604396537264996,0.225196627434324,0.376974260792375,0.305864311410387,0.246320855236515,0.96626233099273,0.996187782024127,27041471.1619124
"Nicaragua",0.282510358880141,0.0574276538032716,0.216307046657248,0.312595097210482,0.123182573253643,0.642404509077648,0.989368443467263,12837555.2389022
"Niger",0.797720047387752,0.700165508054221,0.776213133238612,0.679007069406037,0.716829724640993,0.914492109808365,0.985291242037552,118254068.088107
"Nigeria",0.0322862734280275,9.20933475712572e-05,0.00800211160724105,0.203559976397947,0.00316183611465025,0.346778221724755,0.623597586060937,90897781.1451714
"Niue",0.00121691512017037,0.24812030075188,0.171641791044776,0.741935483870968,0.048,0.735311932162326,1,26342.0586490333
"Norfolk Island",NA,0.0555555555555556,NA,NA,NA,0.138349514563107,0.504065040650406,3808.58021354432
"Northern Mariana Islands",0.0440831074977416,0.0515463917525773,0.0958904109589041,0.068452380952381,0,0.479695431472081,0.795686719636776,47579.3166476659
"Norway",0.969706965556476,0.402396742871917,0.570625222371607,0.849446151671306,0.607844559585492,0.94305389954649,0.990479600192325,32426328.6431181
"Oman",0.992061674967815,0.60029363837305,0.731541124615828,0.632770716794798,0.673280779295741,0.989195881211879,0.996081322437392,30833140.3826313
"Pakistan",0.597723315026733,0.0701188274611097,0.227398923622749,0.175465449977532,0.12393406070772,0.632706003584478,0.741543057503534,78842803.800237
"Palau",0.344331478994821,0.290748898678414,0.0320855614973262,0.605678233438486,0.0964630225080386,0.704998879175073,1,45085.628972065
"Palmyra Atoll",NA,1,NA,NA,NA,NA,1,235.042122193991
"Panama",0.41888458162361,0.156903793586239,0.331847556597255,0.473900309309392,0.213611269485892,0.680738942256941,0.958487420790021,7485011.43104703
"Papua New Guinea",0.98098155603496,0.412759064846446,0.505896083686349,0.806838929425457,0.576119567858958,0.874435013090263,0.993067863451197,46222964.6315344
"Paracel Islands",1,0.428571428571429,NA,NA,NA,0.208333333333333,0.116666666666667,805.416420352688
"Paraguay",0.652414930353471,0.323157476040497,0.450713071566365,0.263854194181352,0.329256789475808,0.766471407657089,0.983297835263138,39936624.8483199
"Peru",0.769860523166608,0.509268561290677,0.628535432047778,0.641712299652439,0.562453221932377,0.96134937799699,0.998991868103382,129064000.833908
"Philippines",0.324384725908325,0.0359156167198399,0.0158533674339301,0.248588890322176,0.0315989672428998,0.36198149709707,0.824070110906615,29603059.0574239
"Pitcairn",NA,0.446808510638298,1,0,NA,0.0962025316455696,0.0844370860927152,4895.32987339006
"Poland",0.275332163380164,0.000771791037576576,0.00584406405017092,0.137136001460558,0.00319696239388544,0.380869029593474,0.677339349590905,31196019.2829323
"Portugal",0.0885771461890644,0.0390407641446739,0.135525260625501,0.131388692498917,0.0196152872690458,0.448437173044117,0.85973294762591,8875010.1824583
"Puerto Rico",0.290110968058366,0.0102506963788301,0,0.0903033088235294,0.00509599431144821,0.728967196827825,0.943894902204499,893736.385068736
"Qatar",0.921339983823133,0.0979136005540646,0.319416542929513,0.425352853511002,0.274964589235127,0.933794749403341,0.979147312208848,1154891.38718504
"Republic of Korea",0.562761805836287,1.00918357049147e-05,0,0.167702249929981,0,0.51738147120972,0.815319230009425,9912404.85798975
"Réunion",0.294427564807033,0,0,0.543037974683544,0,0.612579821200511,0.850700754658863,250441.904078241
"Romania",0.311142255103399,0.00468727606875796,0.0289621577964362,0.159372914426114,0.0167448377203099,0.419252950991007,0.61422531471661,23811798.9172229
"Russian Federation",0.857967405494277,0.775987980999702,0.775084362698472,0.839220895098655,0.797159312114195,0.883138409110806,0.944296064624434,1699883774.7093
"Rwanda",0.0697383042112892,0.0384599664854702,0,0.0905742507952453,0.00557408893205523,0.256420234724884,0.488974336383431,2538848.34146335
"Saint Helena",0.777589493751324,0.482587064676617,NA,0.734513274336283,NA,0.830470290059138,1,39875.9687715833
"Saint Kitts and Nevis",0.479009362730293,0,0,0.0125523012552301,0,0.720857942182157,0.986482515427564,26245.4881890424
"Saint Lucia",0.551188182402055,0.00164473684210526,0,NA,NA,0.897680032184525,0.999743950838561,60280.0520638048
"Saint Pierre et Miquelon",0.991208791208791,0.759656652360515,NA,0.933774834437086,NA,0.992947813822285,1,23315.0007784788
"Saint Vincent and the Grenadines",0.295509595677287,0,0,0.328804347826087,0,0.871121718377088,0.999095513748191,42666.400204361
"Samoa",0.446579813725766,0.0832162921348315,NA,0.299167927382753,NA,0.341591206788541,0.988512302427896,283530.557979154
"San Marino",0,0,0,0.0172413793103448,0,0.0900900900900901,0.454428754813864,6004.37308664644
"Sao Tome and Principe",0.303437967115097,0,0,0.584801762114537,0,0.88793671720501,0.993464560802925,99088.9050509528
"Saudi Arabia",0.984854436619693,0.598853626648241,0.639283602369075,0.833253010800835,0.729836238166813,0.984054511476235,0.995120610622652,192549980.740727
"Scarborough Reef",0,NA,1,NA,NA,NA,NA,4430.97905314545
