"Data Source","World Development Indicators",

"Last Updated Date","2022-09-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Bangladesh","BGD","GDP per capita (current US$)","NY.GDP.PCAP.CD","89.0352394288932","97.5952917047176","100.122129600152","101.901412511993","100.221104183654","106.646644385365","112.665364752713","122.870628479594","122.847597531085","135.147381311241","140.002705319444","133.551418941349","94.381677046194","119.559723931133","182.020018493274","277.570605237475","141.197158924105","131.373227305593","176.0339474319","200.769677039014","227.751926507714","247.649616779944","220.718796963204","204.417690056891","213.996638569696","245.453912291425","233.658072199948","253.974473728959","270.699600914622","285.829216868755","306.268700839541","293.160421069586","293.644987576871","300.555747727731","299.533037088051","329.424076062081","394.717491899332","401.498667424687","407.429176197808","409.543183768079","418.068942112038","415.034404287378","413.080282638086","446.310675745944","475.291930195819","499.461940239156","509.640189887604","558.051840707954","634.987069668507","702.264419644314","781.153577677298","861.762162181077","883.117129615718","981.860851354457","1118.87380783368","1248.45330989613","1678.95323032604","1839.58337801163","1991.48326659412","2154.22681857606","2270.34753479166","2503.04388008424",
"Bulgaria","BGR","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","2238.80295786574","2234.81481573125","2169.00401089683","1852.81343442802","1963.57267618274","1914.55064658793","2260.4272811545","3132.30136036246","2511.39306259489","2477.0208179596","2366.52982128614","1267.73437541485","1211.98087810931","1278.24717346108","1148.4943993817","2258.28601787597","1470.10370331004","1361.3923860059","1820.40509424896","1659.71834595525","1621.24296080247","1770.91353394746","2092.95769387611","2719.49765607059","3389.70704883102","3899.90763774017","4523.0508329806","5885.10434781837","7265.73549682997","6988.23332468094","6853.00285388669","7849.16528274432","7432.47876568071","7681.93461995882","7901.78587639382","7074.68102325059","7569.47881476759","8366.29322145748","9446.70077185518","9879.26853313318","10079.2033812203","11634.9710182244",
"Bahrain","BHR","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","8537.71587001028","9269.26961652991","9446.08457726994","9421.3569469587","9590.54179396802","8706.76660148502","7041.63444747202","7554.93219231615","7958.74792458539","8031.0048199518","8529.05212670928","9055.6444071063","9082.82798832159","9698.15288998905","10130.3762030729","10376.953296178","10544.7946831914","10672.2377596193","10076.2698786937","10401.5621521671","13636.4167499288","12868.1769170821","13049.9097291643","14222.0367965749","15846.5059474506","17959.3968267194","19307.5089373876","20976.442287272","23066.4509824376","19355.9210050895","20722.0704900745","22514.202716483","23654.3695877495","24744.296958551","24989.437527708","22634.0856475674","22608.4525623673","23742.9373424159","24086.3016866837","23552.3799480773","20406.5023256629","22232.3252265292",
"Bahamas, The","BHS","GDP per capita (current US$)","NY.GDP.PCAP.CD","1550.26769865087","1651.31767315288","1752.84000562204","1867.0103505514","1994.44049711429","2144.73908940986","2322.70581564547","2556.63426678748","2804.33387615547","3215.15389706852","3178.86332002536","3297.41106651178","3322.21991083025","3696.0318203604","3416.43931822479","3156.25082717912","3328.61593650695","3617.45306950786","4131.38642657905","5533.25193819147","6340.78703066162","6624.99245312812","7168.16088508597","7698.08303160888","8877.70591484605","9893.04200290734","10344.3226508242","11156.5572523791","11387.709081798","12163.4397667416","12356.2309982945","11919.8335676821","11686.7397416813","11406.858133658","11814.4347088443","12238.6046063409","12708.6414536235","22036.1006810202","23514.1775636614","26130.0129564073","27098.1563186767","27486.2367737544","28867.0824977166","28327.8136706662","28396.0137099278","30279.3922080481","30713.7980618188","31472.2855356015","30627.3277467412","28552.5171624714","28443.8884756689","28005.9124040903","29485.8642228279","28768.7723675108","30154.7386172007","31699.3586317477","31314.844558283","32371.0081755289","33077.3918342474","33872.3343072665","24665.0968345675","28239.3667142001",
"Bosnia and Herzegovina","BIH","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","319.012792020937","487.476904509881","740.099686468862","982.801849065598","1102.39068809628","1251.74759512886","1484.17605712863","1544.60207235926","1789.85769192163","2258.94644489051","2698.46718002684","2980.60126667992","3416.51237636652","4193.36800523416","5090.94582526073","4714.69373721219","4635.5102002738","5092.55472521264","4777.06691952937","5129.6635340307","5330.35507751851","4729.69005416208","4994.97162308122","5394.26913970341","6070.35298018619","6119.76235142981","6082.36673041923","6916.43831507661",
"Belarus","BLR","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2124.76794393518","1765.73589495833","1667.60505703409","1590.08811711411","1460.06550035512","1370.69928282291","1452.5071047646","1396.44201900881","1511.32531567314","1210.6117195862","1276.2880341","1244.37318523431","1479.31458271677","1819.76605926177","2378.62328600741","3125.81053502853","3847.43412382153","4735.65760793999","6377.36973201232","5352.5839116007","6033.6862392722","6527.17386871642","6953.13251493684","7998.12523878099","8341.39967861093","5967.05220384914","5039.68188628499","5785.67067254068","6360.06247301284","6837.71782606351","6555.42681826316","7303.69626589884",
"Belize","BLZ","GDP per capita (current US$)","NY.GDP.PCAP.CD","304.90385978004","316.413629488762","327.099996524794","336.938102250285","351.161126269562","377.590746983887","406.094253261097","420.375933569588","386.939901268415","396.627700589062","435.683337704869","474.436612630079","519.555335346672","605.933440702651","786.081065222237","885.957935695622","717.061406039621","858.821811811081","980.751933801043","1074.29477289777","1373.21684470869","1328.77412147968","1202.79317550797","1232.85320212425","1337.03761994749","1289.39074367261","1366.04167350754","1612.33133477311","1788.00131977455","2011.9467965237","2197.16159340777","2326.72416499247","2668.53142174924","2834.68842504744","2882.15208326102","2997.76045844165","3003.18262660301","2954.22723682726","2993.0335985546","3066.09513806652","3364.49173102584","3417.09022428717","3553.12137753665","3677.15200183116","3824.92738226594","3916.35537819234","4157.19303528438","4290.90144499547","4408.38293123624","4196.99503148366","4304.11110815138","4441.73875473964","4530.60480052994","4575.68095648484","4744.10894523227","4805.19685237279","4877.67050593258","4909.60466379916","4927.19422373932","4983.33611435869","3987.79659612067","4420.4913723374",
"Bermuda","BMU","GDP per capita (current US$)","NY.GDP.PCAP.CD","1902.40211884937","1961.5381691712","2020.38596495589","2020.2652474469","2199.72700682735","2282.21654621089","2630.85046638536","2982.7497043718","2830.18867924528","3053.7037037037","3387.27272727273","3866.30036630037","4343.17343173432","5009.2936802974","5853.93258426966","6509.43396226415","7261.27819548872","8370.78651685393","8876.86567164179","9613.38289962825","11218.2178159868","13425.9769663942","14166.1712925391","15902.0203826211","17469.8255675877","18269.5355197019","20450.6645289464","22411.7956749468","24253.1755188784","25517.9217212488","26841.5197383946","27700.3100591315","28669.6817134568","30900.6942794093","31476.0637221848","33989.7231613832","44826.7890701658","48478.8832504091","51371.7408069836","54245.459737293","56284.1686478094","58883.9594265967","62583.1002034588","66111.7252270035","70359.3191088798","75882.0338560339","95221.8588720301","104287.387498459","106935.486341979","101407.764031934","101875.28407346","97774.1620717428","98431.8651810241","99471.6388978631","98467.683993982","102005.62564189","106885.878489327","111820.581466347","113050.73688163","116153.166121638","107706.039785266","110869.463103011",
"Bolivia","BOL","GDP per capita (current US$)","NY.GDP.PCAP.CD","102.237722413607","109.061303979425","116.924968208513","123.429341345478","136.312361950325","149.640333206756","162.326054493388","179.583038401343","199.629567437341","211.797016169884","226.806971403988","239.127498743471","268.584015387715","263.892746078729","429.297559603423","480.803655121945","534.273285904764","617.30682923322","703.135427290607","809.412178497187","813.179766796902","1034.14171300692","962.123742081603","914.011141063949","1019.05403841321","870.185527037071","627.563551106423","674.852570523946","698.692011918379","701.665912609611","709.05997905024","762.077719000552","788.152320018064","784.19099830108","801.046134039132","880.992683634647","950.85638109634","998.515955615197","1049.49936692438","1003.39222647171","997.581750795456","948.870204281826","904.225791906036","907.537409937411","967.406459987634","1034.31180576725","1218.87407426264","1372.62837376384","1715.20839539465","1754.20946663836","1955.460180975","2346.3378439235","2609.88056208632","2908.200370948","3081.87882365163","3035.97165495107","3076.65643933721","3351.12434432642","3548.59078021899","3552.06814383653","3137.98961744018","3414.89284856087",
"Brazil","BRA","GDP per capita (current US$)","NY.GDP.PCAP.CD","235.946883329958","232.480546230829","251.348317405138","295.631970805808","258.605370728102","269.456289972728","330.040585940268","353.110710623409","375.390573527233","400.787069424398","445.02378079118","501.316814178866","585.171404964645","817.452445155272","1048.59623468058","1205.07483377655","1395.09639887333","1568.54335363973","1739.72056573285","1877.68227213837","1966.90362644202","2088.0026865078","2144.80405335667","1465.10809173055","1422.68391394237","1301.97681197065","1563.10424857642","1685.82068989835","1801.99555501229","2371.57219575685","2622.26288057098","2259.23989366801","2127.50718981169","2348.09004733429","3295.24492362344","4748.38820787605","5166.16393308148","5282.04946994988","5087.07907232375","3479.84383285395","3749.91084752888","3160.24934491441","2839.49150108966","3070.43641941942","3637.3138901512","4790.45656586131","5886.39152194816","7348.18796290712","8831.18364277674","8597.79433526264","11286.071540212","13245.387369564","12370.2232548476","12300.3867121004","12112.8349554875","8813.98980647828","8710.06328995352","9928.67589653405","9151.38173161536","8876.05983587779","6814.87563196772","7518.83428432838",
