date,country,country_name,dataType,fcs_people,fcs_prevalence,rcsi_people,rcsi_prevalence
01/01/21,AFG,Afghanistan,SURVEY,33062389,0.81813581,3572000,0.08838989
01/01/21,DZA,Algeria,PREDICTION,4183321,0.099064095,,
01/01/21,AGO,Angola,SURVEY,4641615,0.14911538,11164908,0.358680984
01/01/21,ARM,Armenia,PREDICTION,296310,0.100383599,,
01/01/21,BGD,Bangladesh,PREDICTION,32166767,0.19935273,,
01/01/21,BEN,Benin,SURVEY,5283803,0.460059328,3799179,0.330793509
01/01/21,BTN,Bhutan,PREDICTION,204591,0.271199494,,
01/01/21,BOL,Bolivia,PREDICTION,1771028,0.155994526,,
01/01/21,BWA,Botswana,PREDICTION,338628,0.150225853,,
01/01/21,BFA,Burkina Faso,SURVEY,11288090,0.571504674,3717174,0.188196795
01/01/21,BDI,Burundi,PREDICTION,4023632,0.360044408,3709890,0.331970009
01/01/21,KHM,Cambodia,PREDICTION,3290443,0.20249133,,
01/01/21,CMR,Cameroon,SURVEY,2950323,0.117000952,4970209,0.197103557
01/01/21,CPV,Cape Verde,PREDICTION,81031,0.14901787,,
01/01/21,CAF,Central African Republic,MIXED,1474990,0.316088835,1275281,0.273291418
01/01/21,TCD,Chad,SURVEY,1981631,0.124264495,1255323,0.078719035
01/01/21,COL,Colombia,SURVEY,7739795,0.155891235,22961034,0.462470125
01/01/21,COM,Comoros,PREDICTION,293153,0.352211043,,
01/01/21,COG,Congo,MIXED,949645,0.178150775,1282196,0.425331414
01/01/21,CIV,Côte d'Ivoire,SURVEY,4984070,0.198812317,4930574,0.196678374
01/01/21,COD,Democratic Republic of the Congo,SURVEY,40802316,0.385214622,44398961,0.419170543
01/01/21,DJI,Djibouti,PREDICTION,414593,0.432354107,,
01/01/21,DOM,Dominican Republic,PREDICTION,1478528,0.139127267,4786972,0.450446883
01/01/21,ECU,Ecuador,PREDICTION,1450494,0.084901878,,
01/01/21,SLV,El Salvador,SURVEY,106969,0.016659907,1317807,0.205242097
01/01/21,ETH,Ethiopia,SURVEY,29543748,0.270486326,18611317,0.170394992
01/01/21,GMB,Gambia,PREDICTION,398935,0.174963741,,
01/01/21,GHA,Ghana,PREDICTION,6248535,0.20991407,,
